,class,message,Unnamed: 2,Unnamed: 3,Unnamed: 4
4985,valid,That's y u haf 2 keep me busy...,,,
4986,valid,No rushing. I'm not working. I'm in school so if we rush we go hungry.,,,
4987,valid,Which channel:-):-):):-).,,,
4988,valid,So your telling me I coulda been your real Valentine and I wasn't? U never pick me for NOTHING!!,,,
4989,spam,Phony å£350 award - Todays Voda numbers ending XXXX are selected to receive a å£350 award. If you have a match please call 08712300220 quoting claim code 3100 standard rates app,,,
4990,valid,"We made it! Eta at taunton is 12:30 as planned, hope thatÛ÷s still okday?! Good to see you! :-xx",,,
4991,valid,I'm hungry buy smth home...,,,
4992,valid,\HEY KATE," HOPE UR OK... WILL GIVE U A BUZ WEDLUNCH. GO OUTSOMEWHERE 4 ADRINK IN TOWN..CUD GO 2WATERSHD 4 A BIT? PPL FROMWRK WILL BTHERE. LOVE PETEXXX.\""""",,
4993,valid,My drive can only be read. I need to write,,,
4994,valid,"Just looked it up and addie goes back Monday, sucks to be her",,,
4995,valid,Happy new year. Hope you are having a good semester,,,
4996,valid,Esplanade lor. Where else...,,,
4997,valid,Can you talk with me..,,,
4998,valid,"Hmph. Go head, big baller.",,,
4999,valid,Well its not like you actually called someone a punto. That woulda been worse.,,,
5000,valid,"Nope. Since ayo travelled, he has forgotten his guy",,,
5001,valid,You still around? Looking to pick up later,,,
5002,spam,CDs 4u: Congratulations ur awarded å£500 of CD gift vouchers or å£125 gift guaranteed & Freeentry 2 å£100 wkly draw xt MUSIC to 87066 TnCs www.ldew.com1win150ppmx3age16 ,,,
5003,valid,There's someone here that has a year  &lt;#&gt;  toyota camry like mr olayiwola's own. Mileage is  &lt;#&gt; k.its clean but i need to know how much will it sell for. If i can raise the dough for it how soon after landing will it sell. Holla back.,,,
5004,valid,Guess which pub im in? Im as happy as a pig in clover or whatever the saying is! ,,,
5005,valid,ILL B DOWN SOON,,,
5006,valid,Oh k. . I will come tomorrow,,,
5007,valid,Go fool dont cheat others ok,,,
5008,valid,"My mobile number.pls sms ur mail id.convey regards to achan,amma.Rakhesh.Qatar",,,
5009,valid,"By the way, 'rencontre' is to meet again. Mountains dont....",,,
5010,spam,You have WON a guaranteed å£1000 cash or a å£2000 prize. To claim yr prize call our customer service representative on 08714712412 between 10am-7pm Cost 10p,,,
5011,valid,U attend ur driving lesson how many times a wk n which day?,,,
5012,valid,"Uncle G, just checking up on you. Do have a rewarding month",,,
5013,valid,Hello boytoy ! Geeee ... I'm missing you today. I like to send you a tm and remind you I'm thinking of you ... And you are loved ... *loving kiss*,,,
5014,valid,I think the other two still need to get cash but we can def be ready by 9,,,
5015,valid,Hey gals...U all wanna meet 4 dinner at nÌÂte? ,,,
5016,spam,Dear 0776xxxxxxx U've been invited to XCHAT. This is our final attempt to contact u! Txt CHAT to 86688 150p/MsgrcvdHG/Suite342/2Lands/Row/W1J6HL LDN 18yrs,,,
5017,valid,Babe ! What are you doing ? Where are you ? Who are you talking to ? Do you think of me ? Are you being a good boy? Are you missing me? Do you love me ?,,,
5018,valid,Great! How is the office today?,,,
5019,valid,"It's cool, we can last a little while. Getting more any time soon?",,,
5020,valid,:-( sad puppy noise,,,
5021,valid,Yes its possible but dint try. Pls dont tell to any one k,,,
5022,valid,Anyway holla at me whenever you're around because I need an excuse to go creep on people in sarasota,,,
5023,valid,Where you. What happen,,,
5024,valid,I was gonna ask you lol but i think its at 7,,,
5025,spam,Ur cash-balance is currently 500 pounds - to maximize ur cash-in now send GO to 86688 only 150p/meg. CC: 08718720201 HG/Suite342/2lands Row/W1j6HL,,,
5026,spam,PRIVATE! Your 2003 Account Statement for shows 800 un-redeemed S.I.M. points. Call 08715203685 Identifier Code:4xx26 Expires 13/10/04,,,
5027,valid,Go chase after her and run her over while she's crossing the street,,,
5028,spam,I'd like to tell you my deepest darkest fantasies. Call me 09094646631 just 60p/min. To stop texts call 08712460324 (nat rate),,,
5029,valid,Is there coming friday is leave for pongal?do you get any news from your work place.,,,
5030,valid,Hey... Very inconvenient for your sis a not huh?,,,
5031,valid,Ok i vl..do u know i got adsense approved..,,,
5032,valid,"* Was really good to see you the other day dudette, been missing you!",,,
5033,valid,I want to go to perumbavoor,,,
5034,valid,How many times i told in the stage all use to laugh. You not listen aha.,,,
5035,spam,You won't believe it but it's true. It's Incredible Txts! Reply G now to learn truly amazing things that will blow your mind. From O2FWD only 18p/txt,,,
5036,valid,(You didn't hear it from me),,,
5037,valid,Thanks for being there for me just to talk to on saturday. You are very dear to me. I cherish having you as a brother and role model.,,,
5038,valid,Pls clarify back if an open return ticket that i have can be preponed for me to go back to kerala.,,,
5039,spam,Natalie (20/F) is inviting you to be her friend. Reply YES-165 or NO-165 See her: www.SMS.ac/u/natalie2k9 STOP? Send STOP FRND to 62468,,,
5040,valid,She ran off with a younger man. we will make pretty babies together :),,,
5041,spam,Jamster! To get your free wallpaper text HEART to 88888 now! T&C apply. 16 only. Need Help? Call 08701213186.,,,
5042,valid,O ic lol. Should play 9 doors sometime yo,,,
5043,valid,"Dunno, my dad said he coming home 2 bring us out 4 lunch. Yup i go w u lor. I call u when i reach school lor...",,,
5044,valid,"We have sent JD for Customer Service cum Accounts Executive to ur mail id, For details contact us",,,
5045,valid,Desires- u going to doctor 4 liver. And get a bit stylish. Get ur hair managed. Thats it.,,,
5046,valid,Hmmm.still we dont have opener?,,,
5047,valid,Yeah so basically any time next week you can get away from your mom &amp; get up before 3,,,
5048,valid,"Edison has rightly said, \A fool can ask more questions than a wise man can answer\"" Now you know why all of us are speechless during ViVa.. GM",GN,GE,"GNT:-)"""
5049,valid,I will vote for wherever my heart guides me,,,
5050,valid,With my sis lor... We juz watched italian job.,,,
5051,valid,"Tick, tick, tick .... Where are you ? I could die of loneliness you know ! *pouts* *stomps feet* I need you ...",,,
5052,valid,Lmao you know me so well...,,,
5053,spam,Double Mins & Double Txt & 1/2 price Linerental on Latest Orange Bluetooth mobiles. Call MobileUpd8 for the very latest offers. 08000839402 or call2optout/LF56,,,
5054,valid,Am on a train back from northampton so i'm afraid not! I'm staying skyving off today ho ho! Will be around wednesday though. Do you fancy the comedy club this week by the way?,,,
5055,valid,Goodnight da thangam I really miss u dear.,,,
5056,valid,Hey next sun 1030 there's a basic yoga course... at bugis... We can go for that... Pilates intro next sat.... Tell me what time you r free,,,
5057,valid,"Geeeee ... Your internet is really bad today, eh ?",,,
5058,spam,Free video camera phones with Half Price line rental for 12 mths and 500 cross ntwk mins 100 txts. Call MobileUpd8 08001950382 or Call2OptOut/674,,,
5059,valid,I think i am disturbing her da,,,
5060,valid,"Sorry, I'll call you  later. I am in meeting sir.",,,
5061,valid,Havent stuck at orchard in my dad's car. Going 4 dinner now. U leh? So r they free tonight?,,,
5062,valid,Ok i also wan 2 watch e 9 pm show...,,,
5063,valid,I dunno lei... Like dun haf...,,,
5064,valid,But your brother transfered only  &lt;#&gt;  +  &lt;#&gt; . Pa.,,,
5065,valid,I calls you later. Afternoon onwords mtnl service get problem in south mumbai. I can hear you but you cann't listen me.,,,
5066,spam,83039 62735=å£450 UK Break AccommodationVouchers terms & conditions apply. 2 claim you mustprovide your claim number which is 15541 ,,,
5067,valid,Talk to g and x about that,,,
5068,valid,Hai dear friends... This is my new &amp; present number..:) By Rajitha Raj (Ranju),,,
5069,spam,5p 4 alfie Moon's Children in need song on ur mob. Tell ur m8s. Txt Tone charity to 8007 for Nokias or Poly charity for polys: zed 08701417012 profit 2 charity.,,,
5070,valid,As in different styles?,,,
5071,spam,WIN a å£200 Shopping spree every WEEK Starting NOW. 2 play text STORE to 88039. SkilGme. TsCs08714740323 1Winawk! age16 å£1.50perweeksub.,,,
5072,valid,Gud ni8 dear..slp well..take care..swt dreams..Muah..,,,
5073,valid,I want to sent  &lt;#&gt; mesages today. Thats y. Sorry if i hurts,,,
5074,spam,"This is the 2nd attempt to contract U, you have won this weeks top prize of either å£1000 cash or å£200 prize. Just call 09066361921",,,
5075,valid,"Well, i'm glad you didn't find it totally disagreeable ... Lol",,,
5076,valid,"Guy, no flash me now. If you go call me, call me. How madam. Take care oh.",,,
5077,spam,Do you want a New Nokia 3510i colour phone DeliveredTomorrow? With 300 free minutes to any mobile + 100 free texts + Free Camcorder reply or call 08000930705.,,,
5078,valid,Mark works tomorrow. He gets out at 5. His work is by your house so he can meet u afterwards.,,,
5079,valid,\Keep ur problems in ur heart," b'coz nobody will fight for u. Only u &amp; u have to fight for ur self &amp; win the battle. -VIVEKANAND- G 9t.. SD..""",,
5080,valid,"Yeah, give me a call if you've got a minute",,,
5081,valid,\HI BABE UAWAKE?FEELLIKW SHIT.JUSTFOUND OUT VIA ALETTER THATMUM GOTMARRIED 4thNOV.BEHIND OURBACKS åÐ FUCKINNICE!SELFISH,DEVIOUSBITCH.ANYWAY,"IåÕL CALL U\""""",
5082,valid,Amazing : If you rearrange these letters it gives the same meaning... Dormitory = Dirty room Astronomer = Moon starer The eyes = They see Election results = Lies lets recount Mother-in-law = Woman Hitler Eleven plus two =Twelve plus one Its Amazing... !:-),,,
5083,valid,Aiya we discuss later lar... Pick Ì_ up at 4 is it?,,,
5084,valid,Hey happy birthday...,,,
5085,valid,Sorry i missed your call. Can you please call back.,,,
5086,valid,Omg if its not one thing its another. My cat has worms :/ when does this bad day end?,,,
5087,valid,"Good morning, im suffering from fever and dysentry ..will not be able to come to office today.",,,
5088,valid,I wont do anything de.,,,
5089,valid,What type of stuff do you sing?,,,
5090,valid,"St andre, virgil's cream",,,
5091,valid,No no. I will check all rooms befor activities,,,
5092,valid,"My fri ah... Okie lor,goin 4 my drivin den go shoppin after tt...",,,
5093,valid,Gokila is talking with you aha:),,,
5094,valid,"Hi Shanil,Rakhesh here.thanks,i have exchanged the uncut diamond stuff.leaving back. Excellent service by Dino and Prem.",,,
5095,valid,K.k.this month kotees birthday know?,,,
5096,valid,But i'm really really broke oh. No amount is too small even  &lt;#&gt; ,,,
5097,valid,Sorry about that this is my mates phone and i didnt write it love Kate,,,
5098,spam,"TheMob>Hit the link to get a premium Pink Panther game, the new no. 1 from Sugababes, a crazy Zebra animation or a badass Hoody wallpaper-all 4 FREE!",,,
5099,valid,"Ah, well that confuses things, doesnt it? I thought was friends with now. Maybe i did the wrong thing but i already sort of invited -tho he may not come cos of money.",,,
5100,valid,"Aight, call me once you're close",,,
5101,valid,Nope thats fine. I might have a nap tho! ,,,
5102,spam,This msg is for your mobile content order It has been resent as previous attempt failed due to network error Queries to customersqueries@netvision.uk.com,,,
5103,valid,In other news after hassling me to get him weed for a week andres has no money. HAUGHAIGHGTUJHYGUJ,,,
5104,valid,"A Boy loved a gal. He propsd bt she didnt mind. He gv lv lttrs, Bt her frnds threw thm. Again d boy decided 2 aproach d gal , dt time a truck was speeding towards d gal. Wn it was about 2 hit d girl,d boy ran like hell n saved her. She asked 'hw cn u run so fast?' D boy replied \Boost is d secret of my energy\"" n instantly d girl shouted \""our energy\"" n Thy lived happily 2gthr drinking boost evrydy Moral of d story:- I hv free msgs:D;): gud ni8""",,,
5105,valid,I wnt to buy a BMW car urgently..its vry urgent.but hv a shortage of  &lt;#&gt; Lacs.there is no source to arng dis amt. &lt;#&gt; lacs..thats my prob,,,
5106,valid,Ding me on ya break fassyole! Blacko from londn,,,
5107,valid,I REALLY NEED 2 KISS U I MISS U MY BABY FROM UR BABY 4EVA,,,
5108,valid,"The sign of maturity is not when we start saying big things.. But actually it is, when we start understanding small things... *HAVE A NICE EVENING* BSLVYL",,,
5109,valid,Oh you got many responsibilities.,,,
5110,spam,You have 1 new message. Please call 08715205273,,,
5111,valid,I've reached sch already...,,,
5112,spam,December only! Had your mobile 11mths+? You are entitled to update to the latest colour camera mobile for Free! Call The Mobile Update VCo FREE on 08002986906 ,,,
5113,valid,U definitely need a module from e humanities dis sem izzit? U wan 2 take other modules 1st?,,,
5114,valid,Argh why the fuck is nobody in town ;_;,,,
5115,spam,"Get 3 Lions England tone, reply lionm 4 mono or lionp 4 poly. 4 more go 2 www.ringtones.co.uk, the original n best. Tones 3GBP network operator rates apply.",,,
5116,valid,Thanks. Fills me with complete calm and reassurance! ,,,
5117,valid,Aslamalaikkum....insha allah tohar beeen muht albi mufti mahfuuz...meaning same here....,,,
5118,valid,Are you driving or training?,,,
5119,valid,Lol for real. She told my dad I have cancer,,,
5120,spam,PRIVATE! Your 2003 Account Statement for 078,,,
5121,valid,"Oops I did have it,  &lt;#&gt; ?",,,
5122,valid,"\NOT ENUFCREDEIT TOCALL.SHALL ILEAVE UNI AT 6 +GET A BUS TO YOR HOUSE?\""""",,,
5123,valid,"Hi Chikku, send some nice msgs",,,
5124,valid,"He is impossible to argue with and he always treats me like his sub, like he never released me ... Which he did and I will remind him of that if necessary",,,
5125,valid,"After my work ah... Den 6 plus lor... U workin oso rite... Den go orchard lor, no other place to go liao...",,,
5126,valid,"To the wonderful Okors, have a great month. We cherish you guys and wish you well each day. MojiBiola",,,
5127,valid,Cuz ibored. And don wanna study,,,
5128,valid,Wot about on wed nite I am 3 then but only til 9!,,,
5129,valid,"Rose for red,red for blood,blood for heart,heart for u. But u for me.... Send tis to all ur friends.. Including me.. If u like me.. If u get back, 1-u r poor in relation! 2-u need some 1 to support 3-u r frnd 2 many 4-some1 luvs u 5+- some1 is praying god to marry u.:-) try it....",,,
5130,valid,Any way where are you and what doing.,,,
5131,valid,That sucks. I'll go over so u can do my hair. You'll do it free right?,,,
5132,valid,it's still not working. And this time i also tried adding zeros. That was the savings. The checking is  &lt;#&gt; ,,,
5133,valid,"Hmm... Dunno leh, mayb a bag 4 goigng out dat is not too small. Or jus anything except perfume, smth dat i can keep.",,,
5134,valid,Sday only joined.so training we started today:),,,
5135,valid,Sorry * was at the grocers.,,,
5136,valid,There are some nice pubs near here or there is Frankie n Bennys near the warner cinema?,,,
5137,spam,"YOU VE WON! Your 4* Costa Del Sol Holiday or å£5000 await collection. Call 09050090044 Now toClaim. SAE, TC s, POBox334, Stockport, SK38xh, Costå£1.50/pm, Max10mins",,,
5138,valid,Yup... I havent been there before... You want to go for the yoga? I can call up to book ,,,
5139,valid,Oh shut it. Omg yesterday I had a dream that I had 2 kids both boys. I was so pissed. Not only about the kids but them being boys. I even told mark in my dream that he was changing diapers cause I'm not getting owed in the face.,,,
5140,valid,Yeah I imagine he would be really gentle. Unlike the other docs who treat their patients like turkeys.,,,
5141,spam,FREE for 1st week! No1 Nokia tone 4 ur mobile every week just txt NOKIA to 8077 Get txting and tell ur mates. www.getzed.co.uk POBox 36504 W45WQ 16+ norm150p/tone,,,
5142,valid,Now that you have started dont stop. Just pray for more good ideas and anything i see that can help you guys i.ll forward you a link.,,,
5143,valid,Hi darlin im on helens fone im gonna b up the princes 2 nite please come up tb love Kate,,,
5144,valid,I'm in office now da:)where are you?,,,
5145,valid,Aiyar u so poor thing... I give u my support k... Jia you! I'll think of u...,,,
5146,valid,Oh unintentionally not bad timing. Great. Fingers  the trains play along! Will give fifteen min warning.,,,
5147,spam,Get your garden ready for summer with a FREE selection of summer bulbs and seeds worth å£33:50 only with The Scotsman this Saturday. To stop go2 notxt.co.uk,,,
5148,valid,K..then come wenever u lik to come and also tel vikky to come by getting free time..:-),,,
5149,valid,Pls call me da. What happen.,,,
5150,valid,"Happy new year to u and ur family...may this new year bring happiness , stability and tranquility to ur vibrant colourful life:):)",,,
5151,valid,No problem with the renewal. I.ll do it right away but i dont know his details.,,,
5152,valid,Idk. I'm sitting here in a stop and shop parking lot right now bawling my eyes out because i feel like i'm a failure in everything. Nobody wants me and now i feel like i'm failing you.,,,
5153,valid,Haven't left yet so probably gonna be here til dinner,,,
5154,valid,"Like  &lt;#&gt; , same question",,,
5155,valid,MY NEW YEARS EVE WAS OK. I WENT TO A PARTY WITH MY BOYFRIEND. WHO IS THIS SI THEN HEY,,,
5156,valid,"Sir, I need Velusamy sir's date of birth and company bank facilities details.",,,
5157,valid,K k:) sms chat with me.,,,
5158,valid,I will come with karnan car. Please wait till 6pm will directly goto doctor.,,,
5159,valid,No but the bluray player can,,,
5160,valid,Ok... Then r we meeting later?,,,
5161,valid,Lol no. I just need to cash in my nitros. Hurry come on before I crash out!,,,
5162,valid,Just send a text. We'll skype later.,,,
5163,valid,Ok leave no need to ask,,,
5164,spam,"Congrats 2 mobile 3G Videophones R yours. call 09063458130 now! videochat wid ur mates, play java games, Dload polypH music, noline rentl. bx420. ip4. 5we. 150p",,,
5165,valid,ÌÏ still got lessons?  ÌÏ in sch?,,,
5166,valid,Y she dun believe leh? I tot i told her it's true already. I thk she muz c us tog then she believe.,,,
5167,valid,Oh did you charge camera,,,
5168,valid,"IÛ÷ve got some salt, you can rub it in my open wounds if you like!",,,
5169,valid,Now i'm going for lunch.,,,
5170,valid,I'm in school now n i'll be in da lab doing some stuff give me a call when Ì_ r done.,,,
5171,valid,Oh k. . I will come tomorrow,,,
5172,valid,"Aight, text me tonight and we'll see what's up",,,
5173,valid,U 2.,,,
5174,valid,Water logging in desert. Geoenvironmental implications.,,,
5175,valid,Raji..pls do me a favour. Pls convey my Birthday wishes to Nimya. Pls. Today is her birthday.,,,
5176,valid,Company is very good.environment is terrific and food is really nice:),,,
5177,valid,"Very strange.  and  are watching the 2nd one now but i'm in bed. Sweet dreams, miss u ",,,
5178,spam,SMS AUCTION - A BRAND NEW Nokia 7250 is up 4 auction today! Auction is FREE 2 join & take part! Txt NOKIA to 86021 now!,,,
5179,valid,"Hi hope u r both ok, he said he would text and he hasn't, have u seen him, let me down gently please ",,,
5180,valid,"Babe! I fucking love you too !! You know? Fuck it was so good to hear your voice. I so need that. I crave it. I can't get enough. I adore you, Ahmad *kisses*",,,
5181,valid,K sure am in my relatives home. Sms me de. Pls:-),,,
5182,valid,I sent them. Do you like?,,,
5183,valid,"Fuuuuck I need to stop sleepin, sup",,,
5184,valid,I'm in town now so i'll jus take mrt down later.,,,
5185,valid,I just cooked a rather nice salmon a la you,,,
5186,valid,I uploaded mine to Facebook,,,
5187,valid,WHAT TIME U WRKIN?,,,
5188,valid,Okie,,,
5189,spam,ree entry in 2 a weekly comp for a chance to win an ipod. Txt POD to 80182 to get entry (std txt rate) T&C's apply 08452810073 for details 18+,,,
5190,spam,Our records indicate u maybe entitled to 5000 pounds in compensation for the Accident you had. To claim 4 free reply with CLAIM to this msg. 2 stop txt STOP,,,
5191,valid,"Sorry, I'll call later",,,
5192,valid,Oh oh... Den muz change plan liao... Go back have to yan jiu again...,,,
5193,valid,"It's wylie, you in tampa or sarasota?",,,
5194,valid,Ok... Take ur time n enjoy ur dinner...,,,
5195,valid,Darren was saying dat if u meeting da ge den we dun meet 4 dinner. Cos later u leave xy will feel awkward. Den u meet him 4 lunch lor.,,,
5196,spam,"Spook up your mob with a Halloween collection of a logo & pic message plus a free eerie tone, txt CARD SPOOK to 8007 zed 08701417012150p per logo/pic ",,,
5197,valid,I like cheap! But iÛ÷m happy to splash out on the wine if it makes you feel better..,,,
5198,valid,She.s fine. I have had difficulties with her phone. It works with mine. Can you pls send her another friend request.,,,
5199,valid,Ugh my leg hurts. Musta overdid it on mon.,,,
5200,spam,Call Germany for only 1 pence per minute! Call from a fixed line via access number 0844 861 85 85. No prepayment. Direct access! www.telediscount.co.uk,,,
5201,spam,"YOU VE WON! Your 4* Costa Del Sol Holiday or å£5000 await collection. Call 09050090044 Now toClaim. SAE, TC s, POBox334, Stockport, SK38xh, Costå£1.50/pm, Max10mins",,,
5202,valid,WOT STUDENT DISCOUNT CAN U GET ON BOOKS?,,,
5203,valid,Me fine..absolutly fine,,,
5204,valid,How come she can get it? Should b quite diff to guess rite...,,,
5205,spam,Had your mobile 11mths ? Update for FREE to Oranges latest colour camera mobiles & unlimited weekend calls. Call Mobile Upd8 on freefone 08000839402 or 2StopTxt,,,
5206,valid,I will reach ur home in  &lt;#&gt;  minutes,,,
5207,valid,"Babe, I'm answering you, can't you see me ? Maybe you'd better reboot YM ... I got the photo ... It's great !",,,
5208,valid,Hi.what you think about match?,,,
5209,valid,"I know you are thinkin malaria. But relax, children cant handle malaria. She would have been worse and its gastroenteritis. If she takes enough to replace her loss her temp will reduce. And if you give her malaria meds now she will just vomit. Its a self limiting illness she has which means in a few days it will completely stop",,,
5210,valid,Dai i downloaded but there is only exe file which i can only run that exe after installing.,,,
5211,valid,It is only yesterday true true.,,,
5212,valid,K.k.how is your business now?,,,
5213,valid,3 pa but not selected.,,,
5214,spam,Natalja (25/F) is inviting you to be her friend. Reply YES-440 or NO-440 See her: www.SMS.ac/u/nat27081980 STOP? Send STOP FRND to 62468,,,
5215,valid,I keep ten rs in my shelf:) buy two egg.,,,
5216,valid,I am late. I will be there at,,,
5217,valid,Well thats nice. Too bad i cant eat it,,,
5218,valid,I accidentally brought em home in the box,,,
5219,valid,Pls she needs to dat slowly or she will vomit more.,,,
5220,valid,I have to take exam with in march 3,,,
5221,valid,"Jane babes not goin 2 wrk, feel ill after lst nite. Foned in already cover 4 me chuck.:-)",,,
5222,valid,5 nights...We nt staying at port step liao...Too ex,,,
5223,valid,If I die I want u to have all my stuffs.,,,
5224,valid,"\OH FUCK. JUSWOKE UP IN A BED ON A BOATIN THE DOCKS. SLEPT WID 25 YEAR OLD. SPINOUT! GIV U DA GOSSIP L8R. XXX\""""",,,
5225,valid,Smile in Pleasure Smile in Pain Smile when trouble pours like Rain Smile when sum1 Hurts U Smile becoz SOMEONE still Loves to see u Smiling!!,,,
5226,valid,Prabha..i'm soryda..realy..frm heart i'm sory,,,
5227,valid,I re-met alex nichols from middle school and it turns out he's dealing!,,,
5228,spam,PRIVATE! Your 2003 Account Statement for <fone no> shows 800 un-redeemed S. I. M. points. Call 08715203656 Identifier Code: 42049 Expires 26/10/04,,,
5229,valid,It means u could not keep ur words.,,,
5230,valid,"Nope, I'm still in the market",,,
5231,valid,I realise you are a busy guy and i'm trying not to be a bother. I have to get some exams outta the way and then try the cars. Do have a gr8 day,,,
5232,spam,YOU ARE CHOSEN TO RECEIVE A å£350 AWARD! Pls call claim number 09066364311 to collect your award which you are selected to receive as a valued mobile customer.,,,
5233,valid,Hey what how about your project. Started aha da.,,,
5234,valid,Ok cool. See ya then.,,,
5235,valid,Am on the uworld site. Am i buying the qbank only or am i buying it with the self assessment also?,,,
5236,valid,Your opinion about me? 1. Over 2. Jada 3. Kusruthi 4. Lovable 5. Silent 6. Spl character 7. Not matured 8. Stylish 9. Simple Pls reply..,,,
5237,spam,Someonone you know is trying to contact you via our dating service! To find out who it could be call from your mobile or landline 09064015307 BOX334SK38ch ,,,
5238,valid,Yeah I can still give you a ride,,,
5239,valid,"Jay wants to work out first, how's 4 sound?",,,
5240,valid,"Gud gud..k, chikku tke care.. sleep well gud nyt",,,
5241,valid,Its a part of checking IQ,,,
5242,valid,Hmm thinking lor...,,,
5243,valid,Of course ! Don't tease me ... You know I simply must see ! *grins* ... Do keep me posted my prey ... *loving smile* *devouring kiss*,,,
5244,valid,thanks for the temales it was wonderful. Thank. Have a great week.,,,
5245,valid,Thank you princess! I want to see your nice juicy booty...,,,
5246,valid,Haven't eaten all day. I'm sitting here staring at this juicy pizza and I can't eat it. These meds are ruining my life.,,,
5247,valid,Gud ni8 dear..slp well..take care..swt dreams..Muah..,,,
5248,valid,U come n search tat vid..not finishd..,,,
5249,valid,"K I'm leaving soon, be there a little after 9",,,
5250,spam,Urgent! Please call 09061213237 from a landline. å£5000 cash or a 4* holiday await collection. T &Cs SAE PO Box 177 M227XY. 16+,,,
5251,valid,"Yeah work is fine, started last week, all the same stuff as before, dull but easy and guys are fun!",,,
5252,valid,You do your studies alone without anyones help. If you cant no need to study.,,,
5253,valid,Please tell me not all of my car keys are in your purse,,,
5254,valid,I didnt get anything da,,,
5255,valid,Ok... Sweet dreams...,,,
5256,valid,Well she's in for a big surprise!,,,
5257,valid,"As usual..iam fine, happy &amp; doing well..:)",,,
5258,valid,1 in cbe. 2 in chennai.,,,
5259,valid,Can help u swoop by picking u up from wherever ur other birds r meeting if u want.,,,
5260,valid,If anyone calls for a treadmill say you'll buy it. Make sure its working. I found an ad on Craigslist selling for $ &lt;#&gt; .,,,
5261,valid,I absolutely LOVE South Park! I only recently started watching the office.,,,
5262,valid,Did you see that film:),,,
5263,valid,Pls speak with me. I wont ask anything other then you friendship.,,,
5264,valid,"Storming msg: Wen u lift d phne, u say \HELLO\"" Do u knw wt is d real meaning of HELLO?? . . . It's d name of a girl..! . . . Yes.. And u knw who is dat girl?? \""Margaret Hello\"" She is d girlfrnd f Grahmbell who invnted telphone... . . . . Moral:One can 4get d name of a person"," bt not his girlfrnd... G o o d n i g h t . . .@""",,
5265,valid,Gud ni8.swt drms.take care,,,
5266,valid,HI DARLIN ITS KATE ARE U UP FOR DOIN SOMETHIN TONIGHT? IM GOING TO A PUB CALLED THE SWAN OR SOMETHING WITH MY PARENTS FOR ONE DRINK SO PHONE ME IF U CAN,,,
5267,valid,Anything lar then Ì_ not going home 4 dinner?,,,
5268,valid,\ER," ENJOYIN INDIANS AT THE MO..yeP. SaLL gOoD HehE ;> hows bout u shexy? Pete Xx\""""",,
5269,spam,"If you don't, your prize will go to another customer. T&C at www.t-c.biz 18+ 150p/min Polo Ltd Suite 373 London W1J 6HL Please call back if busy ",,,
5270,valid,Did u fix the teeth?if not do it asap.ok take care.,,,
5271,valid,So u wan 2 come for our dinner tonight a not?,,,
5272,valid,"Hello.How u doing?What u been up 2?When will u b moving out of the flat, cos I will need to arrange to pick up the lamp, etc. Take care. Hello caroline!",,,
5273,valid,Its too late:)but its k.wish you the same.,,,
5274,valid,"Hi. Hope ur day * good! Back from walk, table booked for half eight. Let me know when ur coming over.",,,
5275,valid,Oh yeah clearly it's my fault,,,
5276,valid,Dunno leh cant remember mayb lor. So wat time r we meeting tmr?,,,
5277,valid,"Best msg: It's hard to be with a person, when u know that one more step foward will make u fall in love.. &amp; One step back can ruin ur friendship.. good night:-) ...",,,
5278,spam,URGENT! Your Mobile number has been awarded with a å£2000 prize GUARANTEED. Call 09061790126 from land line. Claim 3030. Valid 12hrs only 150ppm,,,
5279,valid,"Helloooo... Wake up..! \Sweet\"" \""morning\"" \""welcomes\"" \""You\"" \""Enjoy\"" \""This Day\"" \""with full of joy\"".. \""GUD MRNG\"".""",,,
5280,valid,"Vikky, come around  &lt;TIME&gt; ..",,,
5281,valid,"And how you will do that, princess? :)",,,
5282,valid,I have gone into get info bt dont know what to do,,,
5283,valid,"Yeah, probably here for a while",,,
5284,valid,Sent me ur email id soon,,,
5285,spam,"URGENT! You have won a 1 week FREE membership in our å£100,000 Prize Jackpot! Txt the word: CLAIM to No: 81010 T&C www.dbuk.net LCCLTD POBOX 4403LDNW1A7RW18",,,
5286,valid,I'm still pretty weak today .. Bad day ?,,,
5287,valid,Hey ! Don't forget ... You are MINE ... For ME ... My possession ... MY property ... MMM ... *childish smile* ...,,,
5288,valid,An excellent thought by a misundrstud frnd: I knw u hate me bt the day wen u'll knw the truth u'll hate urself:-( Gn:-),,,
5289,valid,Hey! Congrats 2u2. id luv 2 but ive had 2 go home!,,,
5290,valid,Dear where you. Call me,,,
5291,valid,Xy trying smth now. U eat already? We havent...,,,
5292,spam,Urgent! Please call 09061213237 from landline. å£5000 cash or a luxury 4* Canary Islands Holiday await collection. T&Cs SAE PO Box 177. M227XY. 150ppm. 16+,,,
5293,valid,I donno its in your genes or something,,,
5294,spam,XMAS iscoming & ur awarded either å£500 CD gift vouchers & free entry 2 r å£100 weekly draw txt MUSIC to 87066 TnC www.Ldew.com1win150ppmx3age16subscription ,,,
5295,valid,Alex says he's not ok with you not being ok with it,,,
5296,valid,Are u coming to the funeral home,,,
5297,valid,My darling sister. How are you doing. When's school resuming. Is there a minimum wait period before you reapply? Do take care,,,
5298,valid,I.ll hand her my phone to chat wit u,,,
